# ;HEARTS OF IRON! Doomsday;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#########################################;;;;;;;;;;;X
######### GENERAL TEXT STRINGS #########;;;;;;;;;;;X
#########################################;;;;;;;;;;;X
##;;;;;;;;;;;X
TRAIT_URBAN;Urban Warfare Specialist;Spécialiste de Guerre urbaine;Specialista di Guerra Urbana;Combatiente urbano;Stadtkampf Spezialist;Spec. w wal. ter. zurb.;;;;;X
TRAIT_FOREST;Ranger;Spécialiste forestier;Esploratore;Comando;Waldjäger;Myœliwy ;;;;;X
TRAIT_MOUNTAIN;Mountaineer;Combattant de montagnes;Specialista di Montagna;Montañero;Gebirgsjäger;Spec. w wal. w gór.;;;;;X
TRAIT_HILLS;Hills Fighter;Combattant de collines;Specialista di Collina;Especialista en colinas;Hügelkämpfer;Spec. w wal. na wy¿.;;;;;X
TRAIT_COUNTER;Counter Attacker;Spécialiste de contre assaut;Specialista del Contrattacco;Experto en contraataques;Gegenangriffs Spezialist;Mistrz kontrataku;;;;;X
TRAIT_ASSAULT;Assaulter;Spécialiste d'assaut;Specialista degli Assalti;Experto en asaltos;Stürmer;Mistrz szturmowania;;;;;X
TRAIT_ENCIRCL;Encircler;Entoureur;Specialista degli Accerchiamenti;Experto en maniobras envolventes;Umzingler;Mistrz okr¹¿ania;;;;;X
TRAIT_AMBUSH;Ambusher;Embuscadeur;Specialista delle Imboscate;Emboscador;Hinterhaltspezialist;Mistrz zasadzek;;;;;X
TRAIT_DELAY;Disciplined;Discipliné;Disciplinato;Disciplinado;Verzögerungsspezialist;Mistrz dyscypliny;;;;;X
TRAIT_TATICAL;Elastic Defence Specialist;Spécialiste de la défense élastique;Esperto di difesa elastica;Especialista en defensa elástica;Rückzugsspezialist;Spec. w elastycznej obronie.;;;;;x
TRAIT_BREAK;Blitzer;Blitzeur;Specialista delle Incursioni;Guerrillero;Blitzer;Mistrz wojny b³ysk.;;;;;X
#;;;;;;;;;;;x
DIP_BAN_FROM_ALLIANCE;Ban from alliance;Exclure de l'alliance;Escludi dall'allenza;Expulsar de alianza;Aus der Allianz verbannen;Wyklucz z sojuszu ;;;;;X
DIPROL_BA_0;We are not the leaders of any military alliance and thus cannot ban anyone;Seul le chef de d'une alliance militaire peut exclure une nation de celle.;Non siamo a capo di nessuna alleanza militare e quindi non possiamo escludere nessuna nazione.;No somos los líderes de ninguna alianza militar, por lo que no podemos expulsar a nadie.;Wir sind nicht der Anführer einer Allianz und können daher niemanden ausschließen.;Nie jesteœmy przywódcami ¿adnego sojuszu militarnego, wiêc nie mo¿emy nikogo wykluczyæ  ;;;;;X
DIPROL_BA_1;%s can not be banned from our alliance.;%s ne peut pas être exclut de notre alliance.;%s non puo' essere esclusa dalla nostra alleanza.;No podemos expulsar a %s de la alianza.;%s kann nicht aus unserer Allianz verbannt werden.;Nie mo¿na wykluczyæ z sojuszu: %s;;;;;X
DIPROL_BA_2;This will ban %s from our alliance.;Cela va exclure %s de notre alliance.;Questo portera' all'esclusione di %s dalla nostra allenza.;Con esto expulsaremos a %s de la alianza.;Dies wird %s aus unserer Allianz verbannen.;Spowoduje to wykluczenie z naszego sojuszu: %s  ;;;;;X
BAN_FROM_ALLIANCE_TITLE;Ban %s from alliance ?;Exclure %s de l'alliance;Escludi %s dall'alleanza?;¿Expulsamos a %s de la alianza?;%s aus der Allianz verbannen?;Wykluczyæ z naszego sojuszu: %s ?;;;;;X
SHARE_UNITS;Divisions;Divisions;Divisioni;Divisiones;Divisionen;Dywizje;;;;;X
#;;;;;;;;;;;X
LEADTR_SETUP;When one of your leaders has gained a new trait;quand un de tes leaders a gagné un trait de combat.;Quando una nostra unita' aerea ha terminato la missione assegnatale.;cuándo uno de sus líderes ha ganado un nuevo rasgo;Wenn einer Ihrer Kommandeure eine neue Eigenschaft errang;mie? zyskiwa? Nowa zdolnoœæ dowódcy ;;;;;X
LEADTR_HEADER;LEADER BRIEFING%s;RAPPORT D'OFFICIER%s;Rapporto degli ufficiali%s;INFORME DE LÍDER%s;OFFIZIERS-BESPRECHUNG %s;Odprawa dowódcy %s;;;;;X
LEADTR_1;New Leader Trait;Nouveau trait d'officier;Nuova abilita' dell'ufficiale;Nuevo rasgo de líder;Neue Kommandeurs-Eigenschaft;Nowa zdolnoœæ dowódcy;;;;;X
LEADTR_2;%t, Commander;%t, Commandant de ;%t, Comandante di ;%t, oficial al mando de;%t, Kommandeur der;%t, dowódca: ;;;;;X
LEADTR_3;%s;%s;%s;%s,;%s;%s;;;;;X
LEADTR_4;has become a ;est devenu un;e' diventato un;se ha convertido en un;errang die Eigenschaft;ma zosta? pewien;;;;;X
LEADTR_5;%s;%s;%s;%s.;%s;%s;;;;;X
LEADTR_6;;;;;;;;;;;X
LEADTR_LOG;%s has gained '%s' Trait;%s a gagné le trait de %s;%s hanno terminato con la loro missione '%s';%s ha ganado un Rasgo '%s'.;%s errang die Kommandeurs-Eigenschaft '%s'.;%s mie? zyskiwa? '%s' zdolnoœæ;;;;;X
LEADTR_BTN1;Ok;Ok;Ok;Aceptar;Ok;Ok;;;;;X
LEADTR_BTN2;Select;Choisir;Selezionare;Seleccionar;Auswählen;Wybierz;;;;;X
#;;;;;;;;;;;X
ABONDON_TECH;Abandon doctrine;Abandonner doctrine;Abbandonare la dottrina;Abandonar doctrina;Doktrin aufgeben;Porzuæ doktrynê ;;;;;X
ABONDON_OK;Ok;Ok;Ok;Aceptar;Ok;Ok;;;;;X
ABONDON_CANCEL;Cancel;Retour;Cancella;Cancelar;Zurück;Anuluj;;;;;X
ABONDON_DOCTRINE_Q2;Do you really want to abandon %s ?;Voulez vous vraiment abandonner %s?;Vuoi veramente abbandonare %s ?;¿Seguro que quieres salir de %s?;Wollen sie %s wirklich aufgeben?;Czy naprawdê chcesz opuœciæ %s ?;;;;;X
##;;;;;;;;;;;X
REMOVETECH_SETUP;When we abandon a doctrine;Quand nous abandons une doctrine;Quando abbandoniamo una dottrina;Cuando abandonamos una doctrina.;Wenn wir eine Doktrin aufgeben;Kiedy porzucimy doktrynê ;;;;;X
REMOVETECH_HEADER;ARMAMENTS BRIEFING%s;RAPPORT D'ARMEMENT %s;RAPPORTO SUGLI ARMAMENTI %s;INFORME DE DEFENSA%s;WAFFEN BRIEFING %s;Odprawa zbrojeniowa %s;;;;;X
REMOVETECH_1;Doctrine abandoned;Doctrine abandonné;Dottrina abbandonata;Doctrina abandonada;Doktrin aufgegeben;Doktryna porzucona;;;;;X
REMOVETECH_2;%t, %swe have abandoned the doctrine;%t, %snous avons abandonné la doctrine;%t, %sabbiamo abbandonato la dottrina;%t, %s hemos abandonado la doctrina:;%t, %s wir haben die Doktrin;%t, %sporzuciliœmy doktrynê:;;;;;X
REMOVETECH_3;%s;%s;%s;%s.;%s;%s;;;;;X
REMOVETECH_4;;;;;aufgegeben.;;;;;;X
REMOVETECH_5;;;;;;;;;;;X
REMOVETECH_6;;;;;;;;;;;X
REMOVETECH_LOG;We abandoned doctrine %s%s.;Nous avons abandonné la doctrine %s%s.;Abbiamo abbandonato la dottrina %s%s.;Hemos abandonado la doctrina: %s%s.;Wir haben Doktrin %s%s aufgegeben.;Porzuciliœmy doktrynê: %s%s;;;;;X
REMOVETECH_BTN1;OK;Ok;Ok;Aceptar;Ok;Ok;;;;;X
REMOVETECH_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;X
EYRMAINTANCE;Total maintenance costs;Coûts total de maintenance;Costi complessivi di manutenzione;Costes totales de mantenimiento;Gesamte Unterhaltskosten;Ca³kowite koszty utrzymania;;;;;X
EYRARMYMAINTANCE;Army maintenance costs;Coûts de maintenance de l'armée;Costi di manutenzione dell'esercito;Costes de mantenimiento del ejército;Unterhaltskosten der Armee;Koszty utrzymania armii;;;;;X
EYRNAVYMAINTANCE;Navy maintenance costs;Coûts de maintenance de la marine;Costi di manutenzione della marina;Costes de mantenimiento de la armada;Unterhaltskosten der Marine;Koszty utrzymania marynarki;;;;;X
EYRAIRMAINTANCE;Air force maintenance costs;Coûts de maintenance de la force aérienne;Costi di manutenzione delle forze aeree;Costes de mantenimiento de la fuerza aérea;Unterhaltskosten der Luftwaffe;Koszty utrzymania si³ lotniczych;;;;;X
EYRNUMDIV;Number of divisions;Nombre de divisions;Numero di divisioni;Cantidad de divisiones;Anzahl Divisionen;Liczba dywizji;;;;;X
EYRSUPPLYCOST;Supply usage;Usage d'approvisionnement;Consumo di approvvigionamenti;Uso de suministros;Versorgungskosten;Zu¿ycie zapasów;;;;;X
EYROILCOST;Oil usage;Usage de pétrole;Consumo di petrolio;Uso de combustible;Ölverbrauch;Zu¿ycie ropy;;;;;X
EYRREINFCOST;Manpower needed for reinforcement;Besoin de main d'oeuvre pour renforts;Risorse umane necessarie per i rinforzi;Recursos humanos necesarios para refuerzos;Rekrutenbedarf für Truppenverstärkung;Zas. ludz. potrz. do uzupe³nieñ;;;;;X
EYR_ARMY;Army;Armée;Esercito;Ejército;Armee;Armia;;;;;X
EYR_NAVY;Navy;Marine;Marina;Armada;Marine;Marynarka;;;;;X
EYR_AIRFORCE;Air force;Force de l'air;Aviazione;F. aérea;Luftwaffe;Si³y powietrzne ;;;;;X
EYR_LANDBATTLES;Land battles;Batailles terrestres;Battaglie terrestri;Batallas terrestres;Landschlachten;Bitwy l¹dowe;;;;;X
EYR_NAVALBATTLES;Naval battles;Batailles navales;Battaglie navali;Batallas navales;Seeschlachten;Bitwy morskie;;;;;X
EYR_RESULT;Result;Résultat;Risultato;Resultado;Resultat;Wynik;;;;;X
EYR_ROLE;Role;Rôle;Ruolo;Papel;Rolle;Rola;;;;;X
EYR_OURSIZE;Our Size;Notre force;La nostra forza;Nuestro tamaño;Unsere Stärke ;Nasze si³y;;;;;X
EYR_THEIRSIZE;Their Size;Force opposée;La loro forza;Su tamaño;Deren Stärke;Ich si³y;;;;;X
EYR_STARTDATE;Start Date;Date de commencement;Data d'inizio;Fecha de inicio;Startdatum;Data rozpoczêcia;;;;;X
EYR_ENDDATE;End Date;Date de fin;Data di fine;Fecha de finaliz.;Enddatum;Data zakoñczenia;;;;;X
EYR_PROVINCE;Province;Province ;Provincia;Provincia;Provinz;Prowincja;;;;;X
EYR_OURLOSSES;Our Losses;Nos pertes;Le nostre perdite;Nuestras bajas;Unsere Verluste;Nasze straty;;;;;X
EYR_THEIRLOSSES;Their Losses;Leurs pertes;Le loro perdite;Sus bajas;Deren Verluste;Ich straty;;;;;X
EYRMISSION;Mission;Mission;Missione;Misión;Mission;Misja;;;;;X
EYRUNDEPLOYED;Undeployed;Non-déployé;Non dispiegato;Sin desplegar;Uneingesetzt;Nierozm.;;;;;X
#;;;;;;;;;;;X
BUTTON_INT;Intelligence;Services Secrets;Servizi Segreti;Inteligencia;Geheimdienst;Wywiad;;;;;X
BUTTON_INT_IRO;Here you can manage your covert activities.;Cet onglet vous permet de gérer vos services de renseignement.;Qui puoi gestire le tue operazioni segrete.;Aquí puedes gestionar tus actividades encubiertas.;Hier verwalten sie ihre Geheimdienstaktionen.;Tutaj mo¿esz zarz¹dzaæ wywiadem.;;;;;X
BUTTON_INT_DRO;;;;;;;;;;;X
RULES_INT_DISABLED_IRO;The intelligence system is disabled in this scenario.;Il n'y a pas de service secrets dans ce scénario.;Il sistema di spionaggio e' disabilitato nello scenario.;En este escenario está desactivado el sistema de espionaje.;Das Geheimdienst-System ist in diesem Szenario deaktiviert.;System wywiadowczy nie dzia³a w tym scenariuszu ;;;;;X
RULES_INT_DISABLED_DRO;This means that intelligence cannot be performed due the limited scope of this conflict.;Cela veut dire que la taille limitée de ce conflit ne permet pas de mener des opérations de renseignement.;Questo significa che lo spionaggio non e' consentito a causa dell'estensione limitata del conflitto.;Esto significa que no se pueden realizar acciones de espionaje debido al alcance limitado de este conflicto.;Das bedeutet, dass keine Geheimdienstaktionen durchgeführt werden können.;Oznacza to, ¿e dzia³ania wywiadowcze nie mog¹ zostaæ przeprowadzone ze wzglêdu na ograniczony zasiêg tego konfliktu;;;;;X
#;;;;;;;;;;;X
